67,"Felicity Jones, Diego Luna, Alan Tudyk",Nominated for 2 Oscars. 24 wins & 85 nominations total,"$533,539,991",United States,Gareth Edwards,04 Apr 2017,"Action, Adventure, Sci-Fi",tt3748528,7.8,"631,047",English,http://167.114.174.132:9092/movies/Batch226/Rogue.One.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,65,"In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction.",https://m.media-amazon.com/images/M/MV5BMjEwMzMxODIzOV5BMl5BanBnXkFtZTgwNzg3OTAzMDI@._V1_SX300.jpg,N/A,PG-13,16 Dec 2016,True,133 min,http://167.114.174.132:9092/movies/Batch226/Rogue.One.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,Rogue One: A Star Wars Story,movie,N/A,"Chris Weitz, Tony Gilroy, John Knoll",2016
68,"Richard Short, Tim Fellingham, Stella Stocker",N/A,N/A,United Kingdom,Giles Alderson,08 Dec 2020,"Action, Adventure, History",tt7052270,3.3,"6,036",N/A,http://167.114.174.132:9092/movies/Batch227/Arthur.%26.Merlin.2015.720p.BluRay.x264-%5BYTS.AG%5D.mp4,N/A,Follows King Arthur and his people race home to prevent Mordred from taking over Camelot.,https://m.media-amazon.com/images/M/MV5BNzQ5MDY2YWItOWYzMi00NGFhLWFlNDAtNmNiNjg2NWM1NjcyXkEyXkFqcGdeQXVyNjU2NDIxOTM@._V1_SX300.jpg,N/A,N/A,23 Jul 2020,True,90 min,http://167.114.174.132:9092/movies/Batch227/Arthur.%26.Merlin.2015.720p.BluRay.x264-%5BYTS.AG%5D.srt,Arthur & Merlin: Knights of Camelot,movie,N/A,"Giles Alderson, Simon Cotton, Jonny Grant",2020
69,"Milla Jovovich, Iain Glen, Ali Larter",2 wins & 3 nominations,"$26,830,068","Germany, Canada",Paul W.S. Anderson,16 May 2017,"Action, Horror, Sci-Fi",tt2592614,5.5,"94,721",English,http://167.114.174.132:9092/movies/Batch227/Resident.Evil.The.Final.Chapter.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,49,"Alice returns to where the nightmare began: The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.",https://m.media-amazon.com/images/M/MV5BMTc0Mzc2OTQ0Ml5BMl5BanBnXkFtZTgwOTQ5MjE4MDI@._V1_SX300.jpg,N/A,R,27 Jan 2017,True,107 min,http://167.114.174.132:9092/movies/Batch227/Resident.Evil.The.Final.Chapter.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,Resident Evil: The Final Chapter,movie,N/A,Paul W.S. Anderson,2016
70,"Nicolas Cage, Anna Hutchison, Talitha Eliana Bateman",N/A,"$4,526",United States,Johnny Martin,15 Sep 2017,"Action, Thriller",tt5460530,5.2,"7,873",English,http://167.114.174.132:9092/movies/Batch228/Vengeance.A.Love.Story.2017.720p.BluRay.x264-%5BYTS.AG%5D.mp4,N/A,A group of strangers come to the aid of a single mother seeking to bring her rapists to justice.,https://m.media-amazon.com/images/M/MV5BZGY2MDBiM2UtZTU4NC00OTU4LTg4ZjUtNTQxM2Q5Mzg3N2Q2XkEyXkFqcGdeQXVyMjAyNjIzOQ@@._V1_SX300.jpg,N/A,TV-MA,15 Sep 2017,True,99 min,http://167.114.174.132:9092/movies/Batch228/Vengeance.A.Love.Story.2017.720p.BluRay.x264-%5BYTS.AG%5D.srt,Vengeance: A Love Story,movie,N/A,"John Mankiewicz, Joyce Carol Oates",2017
76,"Stuart Allan, Jake T. Austin, Taissa Farmiga, Sean Maher",1 nomination.,N/A,USA,Sam Liu,10 Apr 2017,"Animation, Action, Adventure, Drama, Family, Fantasy, Sci-Fi",tt6315800,7.0,"13,218","English, French, Spanish",http://167.114.174.132:9092/movies/Batch229/Teen.Titans.The.Judas.Contract.2017.720p.BluRay.x264-%5BYTS.AG%5D.mp4,N/A,"A group of teen super heroes grow up together, fighting evil in their city.",https://m.media-amazon.com/images/M/MV5BNGZlODc0YjgtNWZjNS00NGNjLTgwOTUtMTllZTEyYjE0YTMwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,N/A,PG-13,04 Apr 2017,True,84 min,http://167.114.174.132:9092/movies/Batch229/Teen.Titans.The.Judas.Contract.2017.720p.BluRay.x264-%5BYTS.AG%5D.srt,Teen Titans: The Judas Contract,movie,N/A,"Ernie Altbacker, Marv Wolfman (comic book), George Pérez (comic book), Arnold Drake (Beast Boy created by), Bob Rozakis (Bumblebee created by), Jose Delbo (Bumblebee created by), Marv Wolfman (Raven,  Starfire,  Nightwing,  Terra,  Brother Blood,  Deathst",2017
77,"Michael Keaton, Nick Offerman, John Carroll Lynch",1 win & 5 nominations,"$12,786,053","United States, Greece",John Lee Hancock,18 Apr 2017,"Biography, Drama",tt4276820,7.2,"151,475","English, Yiddish",http://167.114.174.132:9092/movies/Batch229/The.Founder.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,66,"The story of Ray Kroc, a salesman who turned two brothers' innovative fast food eatery, McDonald's, into the biggest restaurant business in the world, with a combination of ambition, persistence, and ruthlessness.",https://m.media-amazon.com/images/M/MV5BMzExNDg0MDk1M15BMl5BanBnXkFtZTgwNzE1Mjg0MDI@._V1_SX300.jpg,N/A,PG-13,20 Jan 2017,True,115 min,http://167.114.174.132:9092/movies/Batch229/The.Founder.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,The Founder,movie,N/A,Robert Siegel,2016
78,"Claude Perron, Jean-Pierre Martins, Eriq Ebouaney",3 wins & 1 nomination,N/A,France,"Yannick Dahan, Benjamin Rocher",21 Dec 2010,"Action, Horror",tt1183276,5.9,"15,808","French, Czech",http://167.114.174.132:9092/movies/Batch229/The.Horde.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,N/A,"An end of the world battle between gangsters, cops and zombies.",https://m.media-amazon.com/images/M/MV5BMWNlYjg5OTktMjgyOC00MTJhLTlmMzItNWU4NjE5NDk1NjM4XkEyXkFqcGdeQXVyMTEyODk3NTgz._V1_SX300.jpg,N/A,Not Rated,10 Feb 2010,True,90 min,,The Horde,movie,N/A,"Arnaud Bordas, Yannick Dahan, Stéphane Moïssakis",2009
79,"Allie Gallerani, James Franco, Joe Pease",N/A,N/A,United States,"James Franco, Pamela Romanowsky",04 Apr 2017,Thriller,tt5788136,4.1,"2,934",English,http://167.114.174.132:9092/movies/Batch229/The.Institute.2017.720p.BluRay.x264-%5BYTS.AG%5D.mp4,N/A,"Subjected to bizarre, increasingly violent pseudo-scientific experiments in personality modification, brainwashing and mind control, Isabel must escape the clutches of the Rosewood Institute and exact her revenge, or else be forev...",https://m.media-amazon.com/images/M/MV5BYjdhYWRmYjctYzkzMS00Yjc2LWEzYTktZDM4MTA1OWYxOWQxL2ltYWdlXkEyXkFqcGdeQXVyNTY0MTkxMTg@._V1_SX300.jpg,N/A,R,03 Mar 2017,True,98 min,http://167.114.174.132:9092/movies/Batch229/The.Institute.2017.720p.BluRay.x264-%5BYTS.AG%5D.srt,The Institute,movie,N/A,"Matt Rager, Adam Rager",2017
80,"Mike 'The Miz' Mizanin, Maryse Mizanin, Heath Miller, Trinity Fatu",N/A,N/A,USA,James Nunn,25 Apr 2017,"Action, Crime, Thriller",tt5781798,5.1,"1,498",English,http://167.114.174.132:9092/movies/Batch229/The.Marine.5.Battleground.2017.720p.BluRay.x264-%5BYTS.AG%5D.mp4,N/A,"While working as an EMT back stateside Jake Carter after responding to a distress call, finds himself caught up protecting a person of interest from a biker gang ruthlessly hunting them down.",https://m.media-amazon.com/images/M/MV5BYmNjZmFjNzktZDJlZC00M2U1LTg5MmYtMmY2YzllMzYyMDk3XkEyXkFqcGdeQXVyNjczMzc5NzQ@._V1_SX300.jpg,N/A,R,25 Apr 2017,True,91 min,http://167.114.174.132:9092/movies/Batch229/The.Marine.5.Battleground.2017.720p.BluRay.x264-%5BYTS.AG%5D.srt,The Marine 5: Battleground,movie,N/A,"Edward McHenry, Rory McHenry",2017
81,"Wesley Elder, Christina Grimmie, Osric Chau",N/A,N/A,United States,Caleb Vetter,06 Dec 2016,"Comedy, Romance",tt4269746,5.5,"2,831",English,http://167.114.174.132:9092/movies/Batch229/The.Matchbreaker.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,N/A,A young professional breakup artist reaches a crisis when the girl he's hired to target is the girl he's always wanted.,https://m.media-amazon.com/images/M/MV5BNTE4MWVhYmUtZGFjMS00MGM5LTg2MDEtZTkyYTg3NmM0YzNhXkEyXkFqcGdeQXVyNDM1NzQ0NA@@._V1_SX300.jpg,N/A,PG,06 Dec 2016,True,94 min,http://167.114.174.132:9092/movies/Batch229/The.Matchbreaker.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,The Matchbreaker,movie,N/A,"Caleb Vetter, Wesley Elder, Marshal Younger",2016
82,"Lucas Quintana, Martin Sheen, Jacqueline Duprey",N/A,N/A,"Puerto Rico, United States",Julio Quintana,02 Feb 2017,Drama,tt4083052,5.4,"1,143","English, Spanish",http://167.114.174.132:9092/movies/Batch229/The.Vessel.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,67,"Ten years after a tsunami destroyed a small-town elementary school with all the children inside, a young man builds a mysterious structure out of the school's remains, setting the town aflame with passions long forgotten.",https://m.media-amazon.com/images/M/MV5BNDEyMGViYjgtNjVkNi00NDhlLTg4OTEtOWI4NzdlNjZiNDNkXkEyXkFqcGdeQXVyMTY3NzkwODA@._V1_SX300.jpg,N/A,PG-13,16 Sep 2016,True,86 min,http://167.114.174.132:9092/movies/Batch229/The.Vessel.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,The Vessel,movie,N/A,Julio Quintana,2016
83,"Johannes Grenzfurthner, Eddie Codel, Jenny Marx",8 wins & 8 nominations,N/A,"Austria, United States",Johannes Grenzfurthner,N/A,"Documentary, Biography, Comedy",tt4490762,7.1,"2,867","English, German",http://167.114.174.132:9092/movies/Batch229/Traceroute.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,N/A,"A Personal Journey Into The Uncharted Depths Of Nerd Culture, A Realm Full Of Dangers, Creatures And More Or Less Precarious Working Conditions...",https://m.media-amazon.com/images/M/MV5BMTg1Mjc1MzI0MV5BMl5BanBnXkFtZTgwNzMyMDI5NjE@._V1_SX300.jpg,N/A,N/A,01 Jun 2016,True,120 min,,Traceroute,movie,N/A,Johannes Grenzfurthner,2016
84,"Susie Celek, Miesha Tate, Erin O'Brien",N/A,N/A,United States,Rob Hawk,25 Oct 2016,"Action, Drama",tt4280822,2.7,632,English,http://167.114.174.132:9092/movies/Batch230/Fight.Valley.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,22,A young woman is found dead after getting involved in an underground fighting ring. Her sister Windsor begins training under a respected ex-fighter as she searches for the killer.,https://m.media-amazon.com/images/M/MV5BMTU0MjQ2NDE3OV5BMl5BanBnXkFtZTgwOTYzMTMyODE@._V1_SX300.jpg,N/A,Not Rated,22 Jul 2016,True,90 min,,Fight Valley,movie,N/A,Rob Hawk,2016
85,"Jahking Guillory, Christopher Meyer, Christopher Jordan Wallace",4 wins & 3 nominations,"$150,191",United States,Justin Tipping,06 Dec 2016,"Adventure, Drama",tt4254584,6.4,"4,378",English,http://167.114.174.132:9092/movies/Batch230/Kicks.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,69,"Brandon is a 15 year old whose dream is a pair of fresh Air Jordans. Soon after he gets his hands on them, they're stolen by a local hood, causing Brandon and his two friends to go on a dangerous mission through Oakland to retriev...",https://m.media-amazon.com/images/M/MV5BMTgzMTk0ODc5OF5BMl5BanBnXkFtZTgwMTAyMTc0OTE@._V1_SX300.jpg,N/A,R,09 Sep 2016,True,80 min,http://167.114.174.132:9092/movies/Batch230/Kicks.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,Kicks,movie,N/A,"Joshua Beirne-Golden, Justin Tipping",2016
86,"Henry Phillips, Tig Notaro, J.K. Simmons",N/A,N/A,United States,Gregori Viens,18 Apr 2017,Comedy,tt4283414,5.8,865,English,http://167.114.174.132:9092/movies/Batch230/Punching.Henry.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,65,Hapless satirical songwriter Henry Phillips is lured to LA when a veteran TV producer decides to make a show about the life of a loser.,https://m.media-amazon.com/images/M/MV5BODMwM2M4ZmItMzk4Ny00YTBhLTkyN2EtYTAzMmIwNjMxNjQxL2ltYWdlXkEyXkFqcGdeQXVyMTk0NTY2ODQ@._V1_SX300.jpg,N/A,Not Rated,24 Feb 2017,True,95 min,,Punching Henry,movie,N/A,"Henry Phillips, Gregori Viens",2016
87,"Brian Cox, Emile Hirsch, Ophelia Lovibond",8 wins & 10 nominations,"$10,474",United Kingdom,André Øvredal,14 Mar 2017,"Horror, Mystery, Thriller",tt3289956,6.8,"118,308",English,http://167.114.174.132:9092/movies/Batch230/The.Autopsy.Of.Jane.Doe.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,65,"A father and son, both coroners, are pulled into a complex mystery while attempting to identify the body of a young woman, who was apparently harboring dark secrets.",https://m.media-amazon.com/images/M/MV5BMjA2MTEzMzkzM15BMl5BanBnXkFtZTgwMjM2MTM5MDI@._V1_SX300.jpg,N/A,R,21 Dec 2016,True,86 min,http://167.114.174.132:9092/movies/Batch230/The.Autopsy.Of.Jane.Doe.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,The Autopsy of Jane Doe,movie,N/A,"Ian Goldberg, Richard Naing",2016
88,"Matthew McConaughey, Edgar Ramírez, Bryce Dallas Howard",1 win & 5 nominations,"$7,227,038",United States,Stephen Gaghan,02 May 2017,"Crime, Drama",tt1800302,6.7,"64,627","English, Indonesian",http://167.114.174.132:9092/movies/Batch231/Gold.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,49,"Kenny Wells, a prospector desperate for a lucky break, teams up with a similarly eager geologist and sets off on a journey to find gold in the uncharted jungle of Indonesia.",https://m.media-amazon.com/images/M/MV5BNzI1NjI5OTUyM15BMl5BanBnXkFtZTgwOTM4NzY2MDI@._V1_SX300.jpg,N/A,R,27 Jan 2017,True,120 min,http://167.114.174.132:9092/movies/Batch231/Gold.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,Gold,movie,N/A,"Patrick Massett, John Zinman",2016
89,"Hugh Jackman, Patrick Stewart, Dafne Keen",Nominated for 1 Oscar. 28 wins & 80 nominations total,"$226,277,068",United States,James Mangold,20 Jun 2017,"Action, Drama, Sci-Fi",tt3315342,8.1,"757,024","English, Spanish",http://167.114.174.132:9092/movies/Batch231/Logan.2017.1080p.HC.HDRip.X264.AC3-EVO%5BEtHD%5D.mp4,77,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",https://m.media-amazon.com/images/M/MV5BYzc5MTU4N2EtYTkyMi00NjdhLTg3NWEtMTY4OTEyMzJhZTAzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,R,03 Mar 2017,True,137 min,http://167.114.174.132:9092/movies/Batch231/Logan.2017.1080p.HC.HDRip.X264.AC3-EVO%5BEtHD%5D.srt,Logan,movie,N/A,"James Mangold, Scott Frank, Michael Green",2017
90,"Kristen Stewart, Lars Eidinger, Sigrid Bouaziz",9 wins & 26 nominations,"$1,305,195","France, Germany, Czech Republic, Belgium",Olivier Assayas,10 Oct 2017,"Mystery, Thriller",tt4714782,6.1,"40,694","English, French, Swedish, German",http://167.114.174.132:9092/movies/Batch231/Personal.Shopper.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,77,A personal shopper in Paris refuses to leave the city until she makes contact with her twin brother who previously died there. Her life becomes more complicated when a mysterious person contacts her via text message.,https://m.media-amazon.com/images/M/MV5BN2JhYTViMGUtMTU0Ni00MzU5LWE0ZmYtNDk2YTdmOTI5MTFjXkEyXkFqcGdeQXVyNTIyODMzMzA@._V1_SX300.jpg,N/A,R,10 Mar 2017,True,105 min,http://167.114.174.132:9092/movies/Batch231/Personal.Shopper.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,Personal Shopper,movie,N/A,Olivier Assayas,2016
91,"Danny Glover, Gary Busey, Kevin Peter Hall",1 win & 4 nominations,"$30,669,413",United States,Stephen Hopkins,04 Feb 2003,"Action, Horror, Sci-Fi",tt0100403,6.3,"169,384",English,http://167.114.174.132:9092/movies/Batch231/Predator.2.1990.720p.BrRip.x264.bitloks.YIFY.mp4,46,"The Predator returns to Earth, this time to stake a claim on the war-torn streets of a dystopian Los Angeles.",https://m.media-amazon.com/images/M/MV5BNThjZjI4NTgtZDk4Mi00ZjI1LWExZGUtNTRkOWY1ZTY3M2FlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,21 Nov 1990,True,108 min,,Predator 2,movie,N/A,"Jim Thomas, John Thomas",1990
92,"Matilda Anna Ingrid Lutz, Alex Roe, Johnny Galecki",2 wins,"$27,793,018",United States,F. Javier Gutiérrez,02 May 2017,"Drama, Horror, Mystery",tt0498381,4.5,"40,978",English,http://167.114.174.132:9092/movies/Batch231/Rings.2017.720p.BluRay.x264-%5BYTS.AG%5D.mp4,25,A young woman finds herself on the receiving end of a terrifying curse that threatens to take her life in 7 days.,https://m.media-amazon.com/images/M/MV5BYTQzZjhiYjYtNDMzOS00ZjNiLTg2MGMtYWZmYWNjN2U5YTVmXkEyXkFqcGdeQXVyNjI3OTcxOTU@._V1_SX300.jpg,N/A,PG-13,03 Feb 2017,True,102 min,http://167.114.174.132:9092/movies/Batch231/Rings.2017.720p.BluRay.x264-%5BYTS.AG%5D.srt,Rings,movie,N/A,"David Loucka, Jacob Estes, Akiva Goldsman",2017
93,"Rod Canion, Jim Harris, Bill Murto",1 win & 1 nomination,"$8,239",United States,Jason Cohen,23 Nov 2016,"Documentary, History",tt4938484,6.8,"2,028",English,http://167.114.174.132:9092/movies/Batch231/Silicon.Cowboys.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,75,"Three friends dream up the Compaq portable computer at a Texas diner in 1981, and soon find themselves battling mighty IBM for PC supremacy. Their improbable journey altered the future of computing and shaped the world we now know.",https://m.media-amazon.com/images/M/MV5BNWRjNmRiOTktZTg3YS00ZmNiLTkxOTgtNWQ1MDFkYmVmYjM3XkEyXkFqcGdeQXVyMjEyMjc0NjA@._V1_SX300.jpg,N/A,Not Rated,16 Sep 2016,True,77 min,http://167.114.174.132:9092/movies/Batch231/Silicon.Cowboys.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,Silicon Cowboys,movie,N/A,"Jason Cohen, Steven Leckart",2016
94,"Zach Aguilar, Lee Byung-hun, Song Kang-ho",16 wins & 37 nominations,"$541,719",South Korea,Jee-woon Kim,02 May 2017,"Action, History, Thriller",tt4914580,7.1,"10,129","Korean, Japanese, Mandarin, English",http://167.114.174.132:9092/movies/Batch231/The.Age.Of.Shadows.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,78,Korean resistance fighters smuggle explosives to destroy facilities controlled by Japanese forces in this period action thriller.,https://m.media-amazon.com/images/M/MV5BMjA4NDk2MzYxM15BMl5BanBnXkFtZTgwNzA4MDYyMDI@._V1_SX300.jpg,N/A,TV-MA,23 Sep 2016,True,140 min,http://167.114.174.132:9092/movies/Batch231/The.Age.Of.Shadows.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,The Age of Shadows,movie,N/A,"Lee Ji-min, Jee-woon Kim, Jong-dae Park",2016
